# nstg=2468		 ndv=1024		 nctl=153

#  1:j            2:Mr         3:dtprv           4:dMr             5:n             6:p             7:d             8:t           9:he3          10:he4          11:li6          12:li7          13:be7          14:be9           15:b8          16:b10          17:b11          18:c12          19:c13          20:n13          21:n14          22:n15          23:o14          24:o15          25:o16          26:o17          27:o18          28:f17          29:f18          30:f19         31:ne18         32:ne19         33:ne20         34:ne21         35:ne22         36:na21         37:na22         38:na23         39:mg22         40:mg23         41:mg24         42:mg25         43:mg26         44:al25         45:al-6         46:al*6         47:al27         48:si26         49:si27         50:si28         51:si29         52:si30         53:si31         54:si32          55:p29          56:p30          57:p31          58:p32          59:p33          60:s30          61:s31          62:s32          63:s33          64:s34          65:s35          66:s36         67:cl33         68:cl34         69:cl35         70:cl36         71:cl37         72:ar34         73:ar35         74:ar36         75:ar37         76:ar38         77:ar39         78:ar40          79:k37          80:k38          81:k39          82:k40          83:k41         84:ca38         85:ca39         86:ca40         87:ca41         88:ca42         89:ca43         90:sc41         91:sc42         92:sc43         93:sc44         94:sc45         95:ti43         96:ti44         97:ti45         98:ti46         99:ti47        100:ti48         101:v45         102:v46         103:v47         104:v48         105:v49         106:v50         107:v51        108:cr47        109:cr48        110:cr49        111:cr50        112:cr51        113:cr52        114:cr53        115:cr54        116:mn49        117:mn50        118:mn51        119:mn52        120:mn53        121:mn54        122:mn55        123:fe51        124:fe52        125:fe53        126:fe54        127:fe55        128:fe56        129:fe57        130:fe58        131:co53        132:co54        133:co55        134:co56        135:co57        136:co58        137:co59        138:ni55        139:ni56        140:ni57        141:ni58        142:ni59        143:ni60        144:ni61        145:ni62        146:cu57        147:cu58        148:cu59        149:cu60        150:cu61        151:cu62        152:cu63        153:zn60        154:zn61        155:zn62        156:zn63        157:zn64
   637    1.628774e+01    2.184684e-04    2.459725e-02    2.884612e-42    5.921649e-01    1.099181e-17    8.840827e-32    9.024864e-07    4.057292e-01    7.595815e-26    6.102623e-11    1.717212e-32    1.783613e-32    1.000000e-50    5.340346e-31    7.297580e-23    1.589344e-04    3.329876e-05    1.008250e-35    1.841534e-03    4.916461e-08    1.000000e-50    7.597696e-40    7.071352e-05    2.369555e-07    2.956769e-10    3.908568e-45    9.714298e-46    8.238989e-11    1.000000e-50    1.000000e-50    1.794222e-07    1.465884e-09    4.342957e-08    1.000000e-50    5.116711e-47    1.674738e-09    1.000000e-50    1.000000e-50    3.336603e-11    5.623932e-10    6.618979e-11    1.000000e-50    6.770139e-11    1.667458e-50    2.422302e-10    1.000000e-50    1.000000e-50    2.059759e-10    6.064411e-15    2.302280e-14    1.000000e-50    6.047715e-18    1.000000e-50    2.259348e-49    4.667361e-14    1.373061e-21    1.000000e-50    1.000000e-50    1.000000e-50    8.142070e-14    6.198186e-16    7.654729e-15    1.000000e-50    1.374339e-14    1.000000e-50    1.071581e-50    5.936523e-16    1.142369e-17    5.409354e-14    1.000000e-50    1.000000e-50    5.726683e-15    4.246209e-35    8.180398e-15    5.480207e-18    7.191444e-14    1.000000e-50    5.693288e-49    4.547411e-15    2.882918e-16    5.309554e-14    1.000000e-50    1.000000e-50    2.641312e-13    1.202584e-16    1.182772e-16    1.759546e-14    1.000000e-50    1.000000e-50    3.212135e-48    3.526232e-19    8.603129e-19    1.000000e-50    8.101655e-29    2.800447e-48    7.162712e-19    3.199530e-19    1.098800e-18    1.000000e-50    1.000000e-50    1.067314e-48    1.000000e-50    3.863676e-20    5.561345e-22    3.939601e-20    1.000000e-50    1.000000e-50    1.228515e-48    2.060389e-21    2.016326e-35    6.763259e-24    2.199667e-25    7.865111e-23    1.000000e-50    1.000000e-50    1.295424e-48    2.566825e-49    4.579196e-27    4.129540e-30    8.826273e-28    1.000000e-50    1.000000e-50    6.783574e-49    4.624428e-30    1.584751e-32    5.556846e-32    6.389534e-33    2.459118e-30    1.000000e-50    1.000000e-50    1.393059e-47    1.000000e-50    3.860904e-44    1.000000e-50    1.580648e-40    1.000000e-50    1.000000e-50    2.654618e-47    1.348386e-46    1.052495e-46    1.746594e-46    1.682080e-46    1.811113e-46    1.000000e-50    1.000000e-50    1.000000e-50    3.742006e-50    8.741205e-49    1.000000e-50    8.678221e-47    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    1.011793e-50
   638    1.631232e+01    2.184684e-04    2.458183e-02    2.805706e-42    5.925057e-01    1.102696e-17    8.788660e-32    9.091170e-07    4.054038e-01    7.546817e-26    6.263183e-11    1.539363e-32    4.552374e-32    1.000000e-50    1.138139e-30    1.328788e-22    1.602600e-04    3.325773e-05    8.993740e-36    1.825593e-03    4.991940e-08    1.000000e-50    6.579535e-40    6.992934e-05    2.373170e-07    2.975107e-10    3.334760e-45    8.408296e-46    8.213959e-11    1.000000e-50    1.000000e-50    1.778374e-07    1.464789e-09    4.293701e-08    1.000000e-50    5.116711e-47    1.666599e-09    1.000000e-50    1.000000e-50    3.338285e-11    5.627290e-10    6.621989e-11    1.000000e-50    6.772558e-11    1.667458e-50    2.423667e-10    1.000000e-50    1.000000e-50    2.060922e-10    6.063516e-15    2.287711e-14    1.000000e-50    5.992210e-18    1.000000e-50    2.259348e-49    4.633915e-14    1.360460e-21    1.000000e-50    1.000000e-50    1.000000e-50    8.126901e-14    6.169831e-16    7.594219e-15    1.000000e-50    1.363928e-14    1.000000e-50    1.071581e-50    5.929325e-16    1.130795e-17    5.371778e-14    1.000000e-50    1.000000e-50    5.729919e-15    4.155342e-35    8.179738e-15    5.456936e-18    7.140126e-14    1.000000e-50    5.693288e-49    4.547863e-15    2.883964e-16    5.272767e-14    1.000000e-50    1.000000e-50    2.642801e-13    1.203210e-16    1.183239e-16    1.747751e-14    1.000000e-50    1.000000e-50    3.212135e-48    3.528225e-19    8.570032e-19    1.000000e-50    8.105948e-29    2.800447e-48    7.166760e-19    3.201338e-19    1.092336e-18    1.000000e-50    1.000000e-50    1.067314e-48    1.000000e-50    3.865860e-20    5.564487e-22    3.913762e-20    1.000000e-50    1.000000e-50    1.228515e-48    2.061553e-21    1.988157e-35    6.765762e-24    2.199457e-25    7.810333e-23    1.000000e-50    1.000000e-50    1.295424e-48    2.566825e-49    4.581784e-27    4.126339e-30    8.775817e-28    1.000000e-50    1.000000e-50    6.783574e-49    4.627025e-30    1.585007e-32    5.559520e-32    6.392104e-33    2.443346e-30    1.000000e-50    1.000000e-50    1.393059e-47    1.000000e-50    3.857613e-44    1.000000e-50    1.581454e-40    1.000000e-50    1.000000e-50    2.654618e-47    1.344812e-46    1.048889e-46    1.739645e-46    1.675914e-46    1.803301e-46    1.000000e-50    1.000000e-50    1.000000e-50    3.742006e-50    8.741205e-49    1.000000e-50    8.641653e-47    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    1.011703e-50
   639    1.633689e+01    2.184684e-04    2.456624e-02    2.730394e-42    5.932922e-01    1.107065e-17    8.741916e-32    9.244202e-07    4.046529e-01    7.436970e-26    6.633870e-11    1.390078e-32    1.094323e-31    1.000000e-50    2.532197e-30    2.715554e-22    1.633197e-04    3.316299e-05    8.105765e-36    1.788803e-03    5.166201e-08    1.000000e-50    5.629754e-40    6.811959e-05    2.381513e-07    3.017430e-10    2.801463e-45    7.289594e-46    8.156195e-11    1.000000e-50    1.000000e-50    1.741798e-07    1.462263e-09    4.180028e-08    1.000000e-50    5.116711e-47    1.647817e-09    1.000000e-50    1.000000e-50    3.342168e-11    5.635038e-10    6.628937e-11    1.000000e-50    6.778141e-11    1.667458e-50    2.426816e-10    1.000000e-50    1.000000e-50    2.063608e-10    6.061452e-15    2.254090e-14    1.000000e-50    5.864008e-18    1.000000e-50    2.259348e-49    4.556729e-14    1.331353e-21    1.000000e-50    1.000000e-50    1.000000e-50    8.091892e-14    6.104392e-16    7.454574e-15    1.000000e-50    1.339902e-14    1.000000e-50    1.071581e-50    5.912713e-16    1.104086e-17    5.285058e-14    1.000000e-50    1.000000e-50    5.737388e-15    3.942478e-35    8.178217e-15    5.403176e-18    7.021695e-14    1.000000e-50    5.693288e-49    4.548907e-15    2.886378e-16    5.187871e-14    1.000000e-50    1.000000e-50    2.646238e-13    1.204655e-16    1.184317e-16    1.720531e-14    1.000000e-50    1.000000e-50    3.212135e-48    3.532824e-19    8.493650e-19    1.000000e-50    8.115855e-29    2.800447e-48    7.176103e-19    3.205511e-19    1.077421e-18    1.000000e-50    1.000000e-50    1.067314e-48    1.000000e-50    3.870900e-20    5.571740e-22    3.854131e-20    1.000000e-50    1.000000e-50    1.228515e-48    2.064241e-21    1.922328e-35    6.771537e-24    2.198972e-25    7.683914e-23    1.000000e-50    1.000000e-50    1.295424e-48    2.566825e-49    4.587758e-27    4.118943e-30    8.659373e-28    1.000000e-50    1.000000e-50    6.783574e-49    4.633021e-30    1.585597e-32    5.565692e-32    6.398035e-33    2.406947e-30    1.000000e-50    1.000000e-50    1.393059e-47    1.000000e-50    3.850011e-44    1.000000e-50    1.583315e-40    1.000000e-50    1.000000e-50    2.654618e-47    1.337977e-46    1.041971e-46    1.726188e-46    1.663583e-46    1.786936e-46    1.000000e-50    1.000000e-50    1.000000e-50    3.742006e-50    8.741205e-49    1.000000e-50    8.569725e-47    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    1.011497e-50
   640    1.636144e+01    2.184684e-04    2.455047e-02    2.654230e-42    5.934800e-01    1.110339e-17    8.682096e-32    9.280861e-07    4.044737e-01    7.404807e-26    6.724247e-11    1.241016e-32    1.248151e-31    1.000000e-50    2.863420e-30    3.101990e-22    1.640538e-04    3.313978e-05    7.192590e-36    1.780019e-03    5.208687e-08    1.000000e-50    4.886089e-40    6.768768e-05    2.383532e-07    3.027554e-10    2.397595e-45    6.295271e-46    8.142414e-11    1.000000e-50    1.000000e-50    1.733069e-07    1.461657e-09    4.152900e-08    1.000000e-50    5.116711e-47    1.643334e-09    1.000000e-50    1.000000e-50    3.343094e-11    5.636888e-10    6.630594e-11    1.000000e-50    6.779472e-11    1.667458e-50    2.427568e-10    1.000000e-50    1.000000e-50    2.064249e-10    6.060959e-15    2.246066e-14    1.000000e-50    5.833494e-18    1.000000e-50    2.259348e-49    4.538307e-14    1.324425e-21    1.000000e-50    1.000000e-50    1.000000e-50    8.083537e-14    6.088774e-16    7.421246e-15    1.000000e-50    1.334168e-14    1.000000e-50    1.071581e-50    5.908749e-16    1.097712e-17    5.264362e-14    1.000000e-50    1.000000e-50    5.739170e-15    3.894581e-35    8.177853e-15    5.390389e-18    6.993430e-14    1.000000e-50    5.693288e-49    4.549156e-15    2.886954e-16    5.167610e-14    1.000000e-50    1.000000e-50    2.647059e-13    1.205000e-16    1.184574e-16    1.714034e-14    1.000000e-50    1.000000e-50    3.212135e-48    3.533922e-19    8.475420e-19    1.000000e-50    8.118220e-29    2.800447e-48    7.178333e-19    3.206507e-19    1.073861e-18    1.000000e-50    1.000000e-50    1.067314e-48    1.000000e-50    3.872103e-20    5.573470e-22    3.839899e-20    1.000000e-50    1.000000e-50    1.228515e-48    2.064882e-21    1.907313e-35    6.772915e-24    2.198857e-25    7.653743e-23    1.000000e-50    1.000000e-50    1.295424e-48    2.566825e-49    4.589183e-27    4.117188e-30    8.631582e-28    1.000000e-50    1.000000e-50    6.783574e-49    4.634451e-30    1.585738e-32    5.567165e-32    6.399450e-33    2.398260e-30    1.000000e-50    1.000000e-50    1.393059e-47    1.000000e-50    3.848205e-44    1.000000e-50    1.583760e-40    1.000000e-50    1.000000e-50    2.654618e-47    1.335794e-46    1.039768e-46    1.721877e-46    1.659571e-46    1.782056e-46    1.000000e-50    1.000000e-50    1.000000e-50    3.742006e-50    8.741205e-49    1.000000e-50    8.547065e-47    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    1.011447e-50
   641    1.638598e+01    2.184684e-04    2.453453e-02    2.579306e-42    5.935470e-01    1.113407e-17    8.617669e-32    9.295169e-07    4.044097e-01    7.389638e-26    6.773549e-11    1.105030e-32    1.314835e-31    1.000000e-50    2.968381e-30    3.739156e-22    1.643507e-04    3.312609e-05    6.360541e-36    1.776848e-03    5.231919e-08    1.000000e-50    4.250584e-40    6.753359e-05    2.384503e-07    3.031374e-10    2.058557e-45    5.429821e-46    8.137546e-11    1.000000e-50    1.000000e-50    1.729954e-07    1.461415e-09    4.143218e-08    1.000000e-50    5.116711e-47    1.641740e-09    1.000000e-50    1.000000e-50    3.343424e-11    5.637550e-10    6.631181e-11    1.000000e-50    6.779930e-11    1.667458e-50    2.427837e-10    1.000000e-50    1.000000e-50    2.064478e-10    6.060783e-15    2.243201e-14    1.000000e-50    5.822551e-18    1.000000e-50    2.259348e-49    4.531730e-14    1.321940e-21    1.000000e-50    1.000000e-50    1.000000e-50    8.080554e-14    6.083200e-16    7.409346e-15    1.000000e-50    1.332121e-14    1.000000e-50    1.071581e-50    5.907333e-16    1.095436e-17    5.256972e-14    1.000000e-50    1.000000e-50    5.739806e-15    3.879638e-35    8.177723e-15    5.385800e-18    6.983338e-14    1.000000e-50    5.693288e-49    4.549245e-15    2.887160e-16    5.160376e-14    1.000000e-50    1.000000e-50    2.647352e-13    1.205123e-16    1.184666e-16    1.711715e-14    1.000000e-50    1.000000e-50    3.212135e-48    3.534314e-19    8.468911e-19    1.000000e-50    8.119065e-29    2.800447e-48    7.179129e-19    3.206863e-19    1.072590e-18    1.000000e-50    1.000000e-50    1.067314e-48    1.000000e-50    3.872532e-20    5.574088e-22    3.834817e-20    1.000000e-50    1.000000e-50    1.228515e-48    2.065111e-21    1.901997e-35    6.773407e-24    2.198815e-25    7.642970e-23    1.000000e-50    1.000000e-50    1.295424e-48    2.566825e-49    4.589692e-27    4.116574e-30    8.621660e-28    1.000000e-50    1.000000e-50    6.783574e-49    4.634962e-30    1.585790e-32    5.567691e-32    6.399955e-33    2.395159e-30    1.000000e-50    1.000000e-50    1.393059e-47    1.000000e-50    3.847573e-44    1.000000e-50    1.583918e-40    1.000000e-50    1.000000e-50    2.654618e-47    1.335132e-46    1.039099e-46    1.720570e-46    1.658359e-46    1.780528e-46    1.000000e-50    1.000000e-50    1.000000e-50    3.742006e-50    8.741205e-49    1.000000e-50    8.540133e-47    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    1.011430e-50
   642    1.641049e+01    2.184684e-04    2.451841e-02    2.507413e-42    5.939594e-01    1.117145e-17    8.556776e-32    9.383555e-07    4.040160e-01    7.330521e-26    7.081848e-11    9.900578e-33    1.729262e-31    1.000000e-50    3.610665e-30    7.817607e-22    1.661874e-04    3.304028e-05    5.675229e-36    1.757327e-03    5.377253e-08    1.000000e-50    3.662034e-40    6.658563e-05    2.390548e-07    3.054937e-10    1.745748e-45    4.691247e-46    8.107609e-11    1.000000e-50    1.000000e-50    1.710787e-07    1.459912e-09    4.083656e-08    1.000000e-50    5.116711e-47    1.631931e-09    1.000000e-50    1.000000e-50    3.345453e-11    5.641627e-10    6.634787e-11    1.000000e-50    6.782746e-11    1.667458e-50    2.429487e-10    1.000000e-50    1.000000e-50    2.065885e-10    6.059701e-15    2.225576e-14    1.000000e-50    5.755215e-18    1.000000e-50    2.259348e-49    4.491264e-14    1.306653e-21    1.000000e-50    1.000000e-50    1.000000e-50    8.062200e-14    6.048908e-16    7.336138e-15    1.000000e-50    1.319525e-14    1.000000e-50    1.071581e-50    5.898625e-16    1.081434e-17    5.211509e-14    1.000000e-50    1.000000e-50    5.743722e-15    3.788303e-35    8.176923e-15    5.357562e-18    6.921250e-14    1.000000e-50    5.693288e-49    4.549791e-15    2.888427e-16    5.115869e-14    1.000000e-50    1.000000e-50    2.649153e-13    1.205880e-16    1.185231e-16    1.697444e-14    1.000000e-50    1.000000e-50    3.212135e-48    3.536725e-19    8.428868e-19    1.000000e-50    8.124263e-29    2.800447e-48    7.184027e-19    3.209051e-19    1.064770e-18    1.000000e-50    1.000000e-50    1.067314e-48    1.000000e-50    3.875174e-20    5.577890e-22    3.803555e-20    1.000000e-50    1.000000e-50    1.228515e-48    2.066520e-21    1.869302e-35    6.776434e-24    2.198560e-25    7.576695e-23    1.000000e-50    1.000000e-50    1.295424e-48    2.566825e-49    4.592823e-27    4.112800e-30    8.560614e-28    1.000000e-50    1.000000e-50    6.783574e-49    4.638103e-30    1.586109e-32    5.570926e-32    6.403064e-33    2.376076e-30    1.000000e-50    1.000000e-50    1.393059e-47    1.000000e-50    3.843692e-44    1.000000e-50    1.584894e-40    1.000000e-50    1.000000e-50    2.654618e-47    1.331436e-46    1.035360e-46    1.713304e-46    1.651762e-46    1.771827e-46    1.000000e-50    1.000000e-50    1.000000e-50    3.742006e-50    8.741205e-49    1.000000e-50    8.501402e-47    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    1.011321e-50
   643    1.643500e+01    2.184684e-04    2.450211e-02    2.438400e-42    5.947195e-01    1.121563e-17    8.499322e-32    9.546444e-07    4.032904e-01    7.223456e-26    7.650290e-11    8.923670e-33    2.508811e-31    1.000000e-50    4.805810e-30    1.556919e-21    1.695726e-04    3.288190e-05    5.107757e-36    1.721349e-03    5.645339e-08    1.000000e-50    3.123247e-40    6.483847e-05    2.401688e-07    3.098365e-10    1.461362e-45    4.059827e-46    8.052415e-11    1.000000e-50    1.000000e-50    1.675460e-07    1.457138e-09    3.973880e-08    1.000000e-50    5.116711e-47    1.613854e-09    1.000000e-50    1.000000e-50    3.349192e-11    5.649141e-10    6.641434e-11    1.000000e-50    6.787937e-11    1.667458e-50    2.432530e-10    1.000000e-50    1.000000e-50    2.068480e-10    6.057705e-15    2.193090e-14    1.000000e-50    5.631128e-18    1.000000e-50    2.259348e-49    4.416685e-14    1.278480e-21    1.000000e-50    1.000000e-50    1.000000e-50    8.028374e-14    5.985705e-16    7.201212e-15    1.000000e-50    1.296311e-14    1.000000e-50    1.071581e-50    5.882574e-16    1.055629e-17    5.127719e-14    1.000000e-50    1.000000e-50    5.750938e-15    3.620426e-35    8.175449e-15    5.305526e-18    6.806819e-14    1.000000e-50    5.693288e-49    4.550799e-15    2.890762e-16    5.033840e-14    1.000000e-50    1.000000e-50    2.652474e-13    1.207276e-16    1.186272e-16    1.671143e-14    1.000000e-50    1.000000e-50    3.212135e-48    3.541169e-19    8.355066e-19    1.000000e-50    8.133843e-29    2.800447e-48    7.193053e-19    3.213083e-19    1.050358e-18    1.000000e-50    1.000000e-50    1.067314e-48    1.000000e-50    3.880044e-20    5.584898e-22    3.745938e-20    1.000000e-50    1.000000e-50    1.228515e-48    2.069117e-21    1.809172e-35    6.782012e-24    2.198090e-25    7.454547e-23    1.000000e-50    1.000000e-50    1.295424e-48    2.566825e-49    4.598595e-27    4.105847e-30    8.448103e-28    1.000000e-50    1.000000e-50    6.783574e-49    4.643893e-30    1.586698e-32    5.576889e-32    6.408792e-33    2.340907e-30    1.000000e-50    1.000000e-50    1.393059e-47    1.000000e-50    3.836542e-44    1.000000e-50    1.586692e-40    1.000000e-50    1.000000e-50    2.654618e-47    1.324715e-46    1.028558e-46    1.700039e-46    1.639674e-46    1.755847e-46    1.000000e-50    1.000000e-50    1.000000e-50    3.742006e-50    8.741205e-49    1.000000e-50    8.430594e-47    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    1.011122e-50
   644    1.645948e+01    2.184684e-04    2.448562e-02    2.368625e-42    5.948509e-01    1.124817e-17    8.428226e-32    9.574420e-07    4.031650e-01    7.195862e-26    7.751221e-11    7.940104e-33    2.906486e-31    1.000000e-50    5.209151e-30    2.075644e-21    1.701562e-04    3.285161e-05    4.515369e-36    1.715138e-03    5.694834e-08    1.000000e-50    2.706173e-40    6.453641e-05    2.403586e-07    3.105861e-10    1.248749e-45    3.495578e-46    8.042543e-11    1.000000e-50    1.000000e-50    1.669357e-07    1.456581e-09    3.954920e-08    1.000000e-50    5.116711e-47    1.610762e-09    1.000000e-50    1.000000e-50    3.349839e-11    5.650439e-10    6.642583e-11    1.000000e-50    6.788835e-11    1.667458e-50    2.433056e-10    1.000000e-50    1.000000e-50    2.068928e-10    6.057360e-15    2.187478e-14    1.000000e-50    5.609731e-18    1.000000e-50    2.259348e-49    4.403800e-14    1.273622e-21    1.000000e-50    1.000000e-50    1.000000e-50    8.022530e-14    5.974785e-16    7.177901e-15    1.000000e-50    1.292300e-14    1.000000e-50    1.071581e-50    5.879801e-16    1.051171e-17    5.113243e-14    1.000000e-50    1.000000e-50    5.752184e-15    3.593211e-35    8.175194e-15    5.296558e-18    6.787049e-14    1.000000e-50    5.693288e-49    4.550973e-15    2.891165e-16    5.019668e-14    1.000000e-50    1.000000e-50    2.653048e-13    1.207518e-16    1.186452e-16    1.666599e-14    1.000000e-50    1.000000e-50    3.212135e-48    3.541936e-19    8.342315e-19    1.000000e-50    8.135499e-29    2.800447e-48    7.194613e-19    3.213779e-19    1.047868e-18    1.000000e-50    1.000000e-50    1.067314e-48    1.000000e-50    3.880885e-20    5.586108e-22    3.735983e-20    1.000000e-50    1.000000e-50    1.228515e-48    2.069566e-21    1.799270e-35    6.782976e-24    2.198009e-25    7.433443e-23    1.000000e-50    1.000000e-50    1.295424e-48    2.566825e-49    4.599592e-27    4.104672e-30    8.428665e-28    1.000000e-50    1.000000e-50    6.783574e-49    4.644893e-30    1.586802e-32    5.577919e-32    6.409782e-33    2.334831e-30    1.000000e-50    1.000000e-50    1.393059e-47    1.000000e-50    3.835331e-44    1.000000e-50    1.587003e-40    1.000000e-50    1.000000e-50    2.654618e-47    1.323082e-46    1.026908e-46    1.696777e-46    1.636655e-46    1.752228e-46    1.000000e-50    1.000000e-50    1.000000e-50    3.742006e-50    8.741205e-49    1.000000e-50    8.413515e-47    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    1.011087e-50
   645    1.648395e+01    2.184684e-04    2.446895e-02    2.300353e-42    5.949481e-01    1.128027e-17    8.353894e-32    9.593099e-07    4.030722e-01    7.175429e-26    7.845062e-11    7.054372e-33    6.976267e-31    1.000000e-50    8.448062e-30    7.852524e-21    1.705634e-04    3.279911e-05    3.984739e-36    1.710598e-03    5.765912e-08    1.000000e-50    2.345262e-40    6.430984e-05    2.404568e-07    3.111170e-10    1.067411e-45    3.006433e-46    8.030196e-11    1.000000e-50    1.000000e-50    1.664834e-07    1.454958e-09    3.940964e-08    1.000000e-50    5.116711e-47    1.608844e-09    1.000000e-50    1.000000e-50    3.350323e-11    5.651393e-10    6.643438e-11    1.000000e-50    6.789523e-11    1.667458e-50    2.433443e-10    1.000000e-50    1.000000e-50    2.069258e-10    6.057094e-15    2.183317e-14    1.000000e-50    5.593804e-18    1.000000e-50    2.259348e-49    4.394248e-14    1.270006e-21    1.000000e-50    1.000000e-50    1.000000e-50    8.018196e-14    5.966688e-16    7.160620e-15    1.000000e-50    1.289327e-14    1.000000e-50    1.071581e-50    5.877744e-16    1.047865e-17    5.102511e-14    1.000000e-50    1.000000e-50    5.753107e-15    3.577486e-35    8.175002e-15    5.289877e-18    6.772393e-14    1.000000e-50    5.693288e-49    4.551100e-15    2.891463e-16    5.009162e-14    1.000000e-50    1.000000e-50    2.653473e-13    1.207696e-16    1.186585e-16    1.663230e-14    1.000000e-50    1.000000e-50    3.212135e-48    3.542504e-19    8.332861e-19    1.000000e-50    8.136735e-29    2.800447e-48    7.195767e-19    3.214295e-19    1.046022e-18    1.000000e-50    1.000000e-50    1.067314e-48    1.000000e-50    3.881507e-20    5.587004e-22    3.728603e-20    1.000000e-50    1.000000e-50    1.228515e-48    2.069898e-21    1.793303e-35    6.783687e-24    2.197948e-25    7.417799e-23    1.000000e-50    1.000000e-50    1.295424e-48    2.566825e-49    4.600329e-27    4.104039e-30    8.414254e-28    1.000000e-50    1.000000e-50    6.783574e-49    4.645633e-30    1.586906e-32    5.578681e-32    6.410513e-33    2.330326e-30    1.000000e-50    1.000000e-50    1.393059e-47    1.000000e-50    3.834666e-44    1.000000e-50    1.587231e-40    1.000000e-50    1.000000e-50    2.654618e-47    1.321790e-46    1.025619e-46    1.694466e-46    1.634649e-46    1.749818e-46    1.000000e-50    1.000000e-50    1.000000e-50    3.742006e-50    8.741205e-49    1.000000e-50    8.401638e-47    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    1.011062e-50
   646    1.650840e+01    2.184684e-04    2.445209e-02    2.235970e-42    5.957128e-01    1.132529e-17    8.288187e-32    9.730116e-07    4.023421e-01    7.104136e-26    8.449699e-11    6.326738e-33    6.601171e-30    1.000000e-50    5.652585e-29    9.001751e-20    1.734848e-04    3.233697e-05    3.567581e-36    1.675263e-03    6.414257e-08    1.000000e-50    1.995316e-40    6.251326e-05    2.408776e-07    3.149159e-10    8.897692e-46    2.588714e-46    7.894783e-11    1.000000e-50    1.000000e-50    1.629237e-07    1.432533e-09    3.832040e-08    1.000000e-50    5.116711e-47    1.595356e-09    1.000000e-50    1.000000e-50    3.354151e-11    5.658847e-10    6.650173e-11    1.000000e-50    6.795059e-11    1.667458e-50    2.436479e-10    1.000000e-50    1.000000e-50    2.071835e-10    6.054927e-15    2.150574e-14    1.000000e-50    5.468138e-18    1.000000e-50    2.259348e-49    4.319080e-14    1.241475e-21    1.000000e-50    1.000000e-50    1.000000e-50    7.984075e-14    5.902952e-16    7.024636e-15    1.000000e-50    1.265931e-14    1.000000e-50    1.071581e-50    5.861542e-16    1.021836e-17    5.018059e-14    1.000000e-50    1.000000e-50    5.760352e-15    3.459602e-35    8.173474e-15    5.237120e-18    6.657060e-14    1.000000e-50    5.693288e-49    4.552092e-15    2.893804e-16    4.926486e-14    1.000000e-50    1.000000e-50    2.656807e-13    1.209097e-16    1.187629e-16    1.636721e-14    1.000000e-50    1.000000e-50    3.212135e-48    3.546960e-19    8.258459e-19    1.000000e-50    8.146476e-29    2.800447e-48    7.204830e-19    3.218343e-19    1.031495e-18    1.000000e-50    1.000000e-50    1.067314e-48    1.000000e-50    3.886396e-20    5.594039e-22    3.670530e-20    1.000000e-50    1.000000e-50    1.228515e-48    2.072505e-21    1.749108e-35    6.789274e-24    2.197461e-25    7.294686e-23    1.000000e-50    1.000000e-50    1.295424e-48    2.566825e-49    4.606124e-27    4.099860e-30    8.300847e-28    1.000000e-50    1.000000e-50    6.783574e-49    4.651452e-30    1.587818e-32    5.584662e-32    6.416253e-33    2.294878e-30    1.000000e-50    1.000000e-50    1.393059e-47    1.000000e-50    3.830204e-44    1.000000e-50    1.589012e-40    1.000000e-50    1.000000e-50    2.654618e-47    1.315031e-46    1.018807e-46    1.681684e-46    1.623529e-46    1.734721e-46    1.000000e-50    1.000000e-50    1.000000e-50    3.742006e-50    8.741205e-49    1.000000e-50    8.333874e-47    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    1.010861e-50
