    stg    jcma    nmlo     ndv            time           dtime            Mtot            Etot            Jtot            dMdt            frot          dens_c          temp_c           Rsurf           Lsurf            Teff            vrot           [N/H]            Gedd         gam_ave        mach_max            Brad           fconf           fbrak           eta_B       omgs[d-1]       omgc[d-1]            Lnuc             Lnu            Lrad
   1476       5       5    1024    2.832110e+14    9.019606e+04    1.998911e+01   -5.244793e+50    0.000000e+00   -1.140000e-08    1.009000e+00    8.146000e+06    2.190000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.304000e+01    3.657000e-01    1.437000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    4.547000e+43    6.199000e+43    4.824000e+38
   1477       5       5    1024    2.832110e+14    8.746586e+04    1.998911e+01   -5.252782e+50    0.000000e+00   -1.140000e-08    1.009000e+00    8.246000e+06    2.196000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.304000e+01    3.657000e-01    1.437000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    4.578000e+43    6.295000e+43    4.824000e+38
   1478       5       5    1024    2.832110e+14    8.458584e+04    1.998911e+01   -5.260854e+50    0.000000e+00   -1.140000e-08    1.009000e+00    8.348000e+06    2.202000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.304000e+01    3.657000e-01    1.436000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    4.621000e+43    6.391000e+43    4.824000e+38
   1479       5       5    1024    2.832110e+14    8.139443e+04    1.998911e+01   -5.269124e+50    0.000000e+00   -1.140000e-08    1.009000e+00    8.455000e+06    2.208000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.304000e+01    3.657000e-01    1.436000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    4.651000e+43    6.488000e+43    4.824000e+38
   1480       5       5    1024    2.832110e+14    7.811452e+04    1.998911e+01   -5.277445e+50    0.000000e+00   -1.140000e-08    1.009000e+00    8.563000e+06    2.214000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.304000e+01    3.657000e-01    1.436000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    4.688000e+43    6.585000e+43    4.824000e+38
   1481       5       5    1024    2.832110e+14    7.473701e+04    1.998911e+01   -5.285810e+50    0.000000e+00   -1.140000e-08    1.009000e+00    8.674000e+06    2.219000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.304000e+01    3.657000e-01    1.436000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    4.721000e+43    6.680000e+43    4.824000e+38
   1482       5       5    1024    2.832110e+14    7.128490e+04    1.998911e+01   -5.294269e+50    0.000000e+00   -1.140000e-08    1.009000e+00    8.788000e+06    2.225000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.304000e+01    3.657000e-01    1.436000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    4.743000e+43    6.775000e+43    4.824000e+38
   1483       5       5    1024    2.832110e+14    6.793204e+04    1.998911e+01   -5.302691e+50    0.000000e+00   -1.140000e-08    1.009000e+00    8.903000e+06    2.231000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.304000e+01    3.657000e-01    1.436000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    4.772000e+43    6.868000e+43    4.824000e+38
   1484       5       5    1024    2.832110e+14    6.455170e+04    1.998911e+01   -5.311227e+50    0.000000e+00   -1.140000e-08    1.009000e+00    9.022000e+06    2.237000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.304000e+01    3.657000e-01    1.436000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    4.780000e+43    6.960000e+43    4.824000e+38
   1485       5       5    1024    2.832110e+14    6.131246e+04    1.998911e+01   -5.319757e+50    0.000000e+00   -1.140000e-08    1.009000e+00    9.142000e+06    2.243000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.304000e+01    3.657000e-01    1.435000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    4.793000e+43    7.050000e+43    4.824000e+38
   1486       5       5    1024    2.832110e+14    5.820363e+04    1.998911e+01   -5.328355e+50    0.000000e+00   -1.140000e-08    1.009000e+00    9.265000e+06    2.249000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.304000e+01    3.657000e-01    1.435000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    4.792000e+43    7.137000e+43    4.824000e+38
   1487       5       5    1024    2.832110e+14    5.528189e+04    1.998911e+01   -5.336969e+50    0.000000e+00   -1.140000e-08    1.009000e+00    9.391000e+06    2.254000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.304000e+01    3.657000e-01    1.435000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    4.792000e+43    7.223000e+43    4.824000e+38
   1488       5       5    1024    2.832110e+14    5.249115e+04    1.998911e+01   -5.345697e+50    0.000000e+00   -1.140000e-08    1.009000e+00    9.521000e+06    2.260000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.304000e+01    3.657000e-01    1.435000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    4.772000e+43    7.305000e+43    4.824000e+38
   1489       5       5    1024    2.832110e+14    4.986244e+04    1.998911e+01   -5.354574e+50    0.000000e+00   -1.140000e-08    1.009000e+00    9.655000e+06    2.265000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.304000e+01    3.657000e-01    1.435000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    4.739000e+43    7.386000e+43    4.824000e+38
   1490       5       5    1024    2.832110e+14    4.747760e+04    1.998911e+01   -5.363508e+50    0.000000e+00   -1.140000e-08    1.009000e+00    9.792000e+06    2.271000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.304000e+01    3.657000e-01    1.435000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    4.713000e+43    7.463000e+43    4.824000e+38
   1491       5       5    1024    2.832110e+14    4.526497e+04    1.998911e+01   -5.372607e+50    0.000000e+00   -1.140000e-08    1.009000e+00    9.934000e+06    2.277000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.304000e+01    3.657000e-01    1.434000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    4.666000e+43    7.538000e+43    4.824000e+38
   1492       5       5    1024    2.832110e+14    4.323088e+04    1.998911e+01   -5.381917e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.008000e+07    2.282000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.304000e+01    3.657000e-01    1.434000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    4.604000e+43    7.609000e+43    4.824000e+38
   1493       5       5    1024    2.832110e+14    4.142529e+04    1.998911e+01   -5.391377e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.024000e+07    2.288000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.304000e+01    3.657000e-01    1.434000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    4.546000e+43    7.677000e+43    4.824000e+38
   1494       5       5    1024    2.832110e+14    3.980142e+04    1.998911e+01   -5.401079e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.040000e+07    2.293000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.304000e+01    3.657000e-01    1.434000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    4.468000e+43    7.742000e+43    4.824000e+38
   1495       5       5    1024    2.832110e+14    3.836480e+04    1.998911e+01   -5.411067e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.056000e+07    2.299000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.304000e+01    3.657000e-01    1.434000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    4.375000e+43    7.803000e+43    4.824000e+38
   1496       5       5    1024    2.832110e+14    3.713251e+04    1.998911e+01   -5.421386e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.074000e+07    2.304000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.304000e+01    3.657000e-01    1.434000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    4.269000e+43    7.859000e+43    4.824000e+38
   1497       5       5    1024    2.832110e+14    3.611540e+04    1.998911e+01   -5.432016e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.093000e+07    2.309000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.304000e+01    3.657000e-01    1.433000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    4.165000e+43    7.911000e+43    4.824000e+38
   1498       5       5    1024    2.832110e+14    3.525772e+04    1.998911e+01   -5.443117e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.113000e+07    2.315000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.304000e+01    3.657000e-01    1.433000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    4.026000e+43    7.957000e+43    4.824000e+38
   1499       5       5    1024    2.832110e+14    3.464813e+04    1.998911e+01   -5.454613e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.134000e+07    2.320000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.304000e+01    3.657000e-01    1.433000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    3.902000e+43    7.998000e+43    4.824000e+38
   1500       5       5    1024    2.832110e+14    3.416791e+04    1.998911e+01   -5.466724e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.157000e+07    2.325000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.304000e+01    3.657000e-01    1.433000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    3.734000e+43    8.032000e+43    4.824000e+38
   1501       5       5    1024    2.832110e+14    3.392147e+04    1.998911e+01   -5.479347e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.181000e+07    2.330000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.433000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    3.589000e+43    8.059000e+43    4.824000e+38
   1502       6       5    1024    2.832110e+14    3.375509e+04    1.998911e+01   -5.492703e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.208000e+07    2.335000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.432000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    3.401000e+43    8.077000e+43    4.824000e+38
   1503       6       5    1024    2.832110e+14    3.366107e+04    1.998911e+01   -5.506672e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.237000e+07    2.340000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.432000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    3.245000e+43    8.090000e+43    4.824000e+38
   1504       6       5    1024    2.832110e+14    3.482904e+04    1.998911e+01   -5.518854e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.267000e+07    2.344000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.432000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    3.532000e+43    8.054000e+43    4.824000e+38
   1505       6       5    1024    2.832110e+14    3.456688e+04    1.998911e+01   -5.532681e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.301000e+07    2.347000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.432000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    3.327000e+43    8.021000e+43    4.824000e+38
   1506       6       5    1024    2.832110e+14    3.447533e+04    1.998911e+01   -5.546841e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.337000e+07    2.349000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.431000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    3.186000e+43    7.974000e+43    4.824000e+38
   1507       6       5    1024    2.832110e+14    3.422041e+04    1.998911e+01   -5.561467e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.377000e+07    2.350000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.431000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    3.034000e+43    7.918000e+43    4.824000e+38
   1508       6       5    1024    2.832110e+14    3.369322e+04    1.998911e+01   -5.576371e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.419000e+07    2.350000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.431000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    2.899000e+43    7.853000e+43    4.824000e+38
   1509       6       5    1024    2.832110e+14    3.263154e+04    1.998911e+01   -5.591187e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.464000e+07    2.346000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.431000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    2.822000e+43    7.783000e+43    4.824000e+38
   1510       6       5    1024    2.832110e+14    3.094076e+04    1.998911e+01   -5.605306e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.512000e+07    2.334000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.430000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    2.840000e+43    7.715000e+43    4.824000e+38
   1511       6       5    1024    2.832110e+14    3.143514e+04    1.998911e+01   -5.618193e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.557000e+07    2.323000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.430000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    2.941000e+43    7.657000e+43    4.824000e+38
   1512       6       5    1024    2.832110e+14    3.256845e+04    1.998911e+01   -5.630872e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.603000e+07    2.312000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.430000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    3.022000e+43    7.605000e+43    4.824000e+38
   1513       6       5    1024    2.832110e+14    3.397728e+04    1.998911e+01   -5.643546e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.650000e+07    2.302000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.430000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    3.123000e+43    7.558000e+43    4.824000e+38
   1514       6       5    1024    2.832110e+14    3.563643e+04    1.998911e+01   -5.656194e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.699000e+07    2.293000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.429000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    3.256000e+43    7.514000e+43    4.824000e+38
   1515       6       5    1024    2.832110e+14    3.760441e+04    1.998911e+01   -5.668685e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.748000e+07    2.284000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.429000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    3.440000e+43    7.470000e+43    4.824000e+38
   1516       6       5    1024    2.832110e+14    4.025600e+04    1.998911e+01   -5.680608e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.798000e+07    2.276000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.429000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    3.731000e+43    7.418000e+43    4.824000e+38
   1517       6       5    1024    2.832110e+14    4.408278e+04    1.998911e+01   -5.691505e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.848000e+07    2.267000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.429000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    4.155000e+43    7.349000e+43    4.824000e+38
   1518       6       5    1024    2.832110e+14    5.135295e+04    1.998911e+01   -5.699723e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.896000e+07    2.256000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.429000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    4.919000e+43    7.235000e+43    4.824000e+38
   1519       6       5    1024    2.832110e+14    6.675884e+04    1.998911e+01   -5.701004e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.937000e+07    2.239000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.428000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    6.352000e+43    7.017000e+43    4.824000e+38
   1520       6       5    1024    2.832110e+14    6.226527e+04    1.998911e+01   -5.690008e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.963000e+07    2.212000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.429000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    7.862000e+43    6.646000e+43    4.824000e+38
   1521       6       5    1024    2.832110e+14    3.797781e+04    1.998911e+01   -5.664036e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.959000e+07    2.180000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.429000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    9.811000e+43    6.220000e+43    4.824000e+38
   1522       6       5    1024    2.832110e+14    2.188786e+04    1.998911e+01   -5.631139e+50    0.000000e+00   -1.140000e-08    1.009000e+00    1.930000e+07    2.151000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.429000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    1.363000e+44    5.858000e+43    4.824000e+38
   1523       6       5    1024    2.832110e+14    1.372623e+04    1.998911e+01   -5.599114e+50    0.000000e+00   -1.139000e-08    1.009000e+00    1.893000e+07    2.127000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.430000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    1.893000e+44    5.575000e+43    4.824000e+38
   1524       6       5    1024    2.832110e+14    1.115807e+04    1.998911e+01   -5.573949e+50    0.000000e+00   -1.139000e-08    1.009000e+00    1.862000e+07    2.108000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.430000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    2.212000e+44    5.376000e+43    4.824000e+38
   1525       6       5    1024    2.832110e+14    1.285810e+04    1.998911e+01   -5.556054e+50    0.000000e+00   -1.139000e-08    1.009000e+00    1.842000e+07    2.095000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.430000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    1.966000e+44    5.221000e+43    4.823000e+38
   1526       6       5    1024    2.832110e+14    1.396192e+04    1.998911e+01   -5.537177e+50    0.000000e+00   -1.139000e-08    1.009000e+00    1.820000e+07    2.081000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.431000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    1.822000e+44    5.065000e+43    4.823000e+38
   1527       6       5    1024    2.832110e+14    1.815049e+04    1.998911e+01   -5.522598e+50    0.000000e+00   -1.139000e-08    1.009000e+00    1.805000e+07    2.070000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.431000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    1.408000e+44    4.935000e+43    4.823000e+38
   1528       6       5    1024    2.832110e+14    2.236310e+04    1.998911e+01   -5.506314e+50    0.000000e+00   -1.139000e-08    1.009000e+00    1.789000e+07    2.057000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.431000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    1.260000e+44    4.807000e+43    4.823000e+38
   1529       6       5    1024    2.832110e+14    2.907203e+04    1.998911e+01   -5.494760e+50    0.000000e+00   -1.139000e-08    1.009000e+00    1.780000e+07    2.047000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.431000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    8.953000e+43    4.710000e+43    4.823000e+38
   1530       6       5    1024    2.832110e+14    3.779364e+04    1.998911e+01   -5.482228e+50    0.000000e+00   -1.139000e-08    1.009000e+00    1.772000e+07    2.036000e+09    4.198000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.431000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    8.089000e+43    4.619000e+43    4.823000e+38
   1531       6       5    1024    2.832110e+14    4.913174e+04    1.998911e+01   -5.476420e+50    0.000000e+00   -1.139000e-08    1.009000e+00    1.775000e+07    2.027000e+09    4.198000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.432000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    5.482000e+43    4.571000e+43    4.823000e+38
   1532       6       5    1024    2.832110e+14    6.387126e+04    1.998911e+01   -5.478151e+50    0.000000e+00   -1.139000e-08    1.009000e+00    1.790000e+07    2.022000e+09    4.198000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.431000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    3.757000e+43    4.580000e+43    4.823000e+38
   1533       6       5    1024    2.832110e+14    8.303263e+04    1.998911e+01   -5.488805e+50    0.000000e+00   -1.139000e-08    1.009000e+00    1.822000e+07    2.021000e+09    4.198000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.431000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    2.624000e+43    4.654000e+43    4.822000e+38
   1534       6       5    1024    2.832110e+14    8.911016e+04    1.998911e+01   -5.510625e+50    0.000000e+00   -1.139000e-08    1.009000e+00    1.874000e+07    2.024000e+09    4.198000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.431000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    1.895000e+43    4.810000e+43    4.822000e+38
   1535       6       5    1024    2.832110e+14    7.467637e+04    1.998911e+01   -5.541409e+50    0.000000e+00   -1.139000e-08    1.009000e+00    1.943000e+07    2.032000e+09    4.198000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.430000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    1.323000e+43    5.002000e+43    4.822000e+38
   1536       6       5    1024    2.832110e+14    6.490254e+04    1.998911e+01   -5.572166e+50    0.000000e+00   -1.139000e-08    1.009000e+00    2.012000e+07    2.042000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.430000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    8.924000e+42    5.163000e+43    4.822000e+38
   1537       6       5    1024    2.832110e+14    6.335819e+04    1.998911e+01   -5.599316e+50    0.000000e+00   -1.139000e-08    1.009000e+00    2.075000e+07    2.051000e+09    4.197000e+01    1.260000e+05    1.678000e+04    0.000000e+00   -4.303000e+01    3.657000e-01    1.430000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00  -1.730218e-320    9.725000e+42    5.322000e+43    4.823000e+38
